#PROFILE,#PACKAGE_TYPE,#PRIVILEGE_LEVEL,#API_VERSION_ISSUED,#API_VERSION_EXPIRED,#DOCUMENTED,#PRIVILEGE_NAME,#IS_PRIVACY,#PRIVACY_GROUP,#NOTE,#PRIVILEGE_DISPLAY,#PRIVILEGE_DESCRIPTION,#PRIVILEGE_GROUP,#CHANGED_TO_2_3_1,#CHANGED_TO_2_4_0
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/network.profile,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_NETWORK_PROFILES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ADD_REMOVE_AND_EDIT_NETWORK_PROFILES,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/network.set,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_NETWORK_CONNECTIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_TURN_WI_FI_ON_AND_OFF_AND_CONNECT_TO_AND_DISCONNECT_FROM_WI_FI_AND_MOBILE_NETWORKS_MSG,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/network.set,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_NETWORK_CONNECTIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_TURN_WI_FI_ON_AND_OFF_AND_CONNECT_TO_AND_DISCONNECT_FROM_WI_FI_AND_MOBILE_NETWORKS_MSG,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/nfc,no,N/A,,IDS_TPLATFORM_HEADER_USING_BASIC_NFC_SERVICES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_AND_WRITE_NFC_TAG_INFORMATION_AND_SEND_NFC_MESSAGES_TO_OTHER_DEVICES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/nfc,no,N/A,,IDS_TPLATFORM_HEADER_USING_BASIC_NFC_SERVICES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_AND_WRITE_NFC_TAG_INFORMATION_AND_SEND_NFC_MESSAGES_TO_OTHER_DEVICES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/nfc.admin,no,N/A,,IDS_TPLATFORM_BODY_MANAGING_NFC_GENERAL_SETTINGS,IDS_TPLATFORM_SBODY_THIS_APPLICATION_CAN_CHANGE_NFC_SETTINGS_SUCH_AS_TURNING_NFC_ON_OR_OFF,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/nfc.admin,no,N/A,,IDS_TPLATFORM_BODY_MANAGING_NFC_GENERAL_SETTINGS,IDS_TPLATFORM_SBODY_THIS_APPLICATION_CAN_CHANGE_NFC_SETTINGS_SUCH_AS_TURNING_NFC_ON_OR_OFF,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/nfc.cardemulation,no,N/A,,IDS_TPLATFORM_HEADER_USING_NFC_CARD_EMULATION_MODE,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ACCESS_SMART_CARD_DETAILS_SUCH_AS_CREDIT_CARD_DETAILS_AND_ALLOW_USERS_TO_MAKE_PAYMENTS_VIA_NFC,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/nfc.cardemulation,no,N/A,,IDS_TPLATFORM_HEADER_USING_NFC_CARD_EMULATION_MODE,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ACCESS_SMART_CARD_DETAILS_SUCH_AS_CREDIT_CARD_DETAILS_AND_ALLOW_USERS_TO_MAKE_PAYMENTS_VIA_NFC,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/notification,no,N/A,,IDS_TPLATFORM_BODY_PROVIDING_NOTIFICATIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_SHOW_AND_HIDE_ITS_OWN_NOTIFICATIONS_AND_BADGES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/notification,no,N/A,,IDS_TPLATFORM_BODY_PROVIDING_NOTIFICATIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_SHOW_AND_HIDE_ITS_OWN_NOTIFICATIONS_AND_BADGES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/packagemanager.admin,no,N/A,,IDS_TPLATFORM_HEADER_INSTALLING_UNINSTALLING_APPLICATION_PACKAGES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_INSTALL_AND_UNINSTALL_APPLICATION_PACKAGES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/packagemanager.admin,no,N/A,,IDS_TPLATFORM_HEADER_INSTALLING_UNINSTALLING_APPLICATION_PACKAGES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_INSTALL_AND_UNINSTALL_APPLICATION_PACKAGES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.4,9.9,yes,http://tizen.org/privilege/packagemanager.clearcache,no,N/A,,IDS_TPLATFORM_HEADER_CLEARING_OTHER_APPLICATIONS_CACHES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_CLEAR_OTHER_APPLICATIONS_CACHES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,3,9.9,yes,http://tizen.org/privilege/packagemanager.clearcache,no,N/A,,IDS_TPLATFORM_HEADER_CLEARING_OTHER_APPLICATIONS_CACHES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_CLEAR_OTHER_APPLICATIONS_CACHES,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/packagemanager.info,no,N/A,,IDS_TPLATFORM_HEADER_RETRIEVING_DETAILED_PACKAGE_INFORMATION,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RETRIEVE_DETAILED_APPLICATION_PACKAGE_INFORMATION,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/packagemanager.info,no,N/A,,IDS_TPLATFORM_HEADER_RETRIEVING_DETAILED_PACKAGE_INFORMATION,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RETRIEVE_DETAILED_APPLICATION_PACKAGE_INFORMATION,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/power,no,N/A,,IDS_TPLATFORM_BODY_MANAGING_POWER,IDS_TPLATFORM_SBODY_THIS_APPLICATION_CAN_CONTROL_POWER_RELATED_SETTINGS_SUCH_AS_DIMMING_THE_SCREEN,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/power,no,N/A,,IDS_TPLATFORM_BODY_MANAGING_POWER,IDS_TPLATFORM_SBODY_THIS_APPLICATION_CAN_CONTROL_POWER_RELATED_SETTINGS_SUCH_AS_DIMMING_THE_SCREEN,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/push,no,N/A,,IDS_TPLATFORM_BODY_RECEIVING_PUSH_NOTIFICATIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RECEIVE_NOTIFICATIONS_VIA_THE_INTERNET_THIS_MAY_RESULT_IN_ADDITIONAL_CHARGES_DEPENDING_ON_YOUR_PAYMENT_PLAN,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/push,no,N/A,,IDS_TPLATFORM_BODY_RECEIVING_PUSH_NOTIFICATIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RECEIVE_NOTIFICATIONS_VIA_THE_INTERNET_THIS_MAY_RESULT_IN_ADDITIONAL_CHARGES_DEPENDING_ON_YOUR_PAYMENT_PLAN,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
common,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/reboot,no,N/A,,IDS_TPLATFORM_HEADER_RESTARTING_DEVICE,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RESTART_THE_DEVICE,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/recorder,yes,MICROPHONE,,IDS_TPLATFORM_HEADER_RECORDING_VIDEO_AND_AUDIO,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RECORD_VIDEO_AND_AUDIO,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/recorder,yes,MICROPHONE,,IDS_TPLATFORM_HEADER_RECORDING_VIDEO_AND_AUDIO,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RECORD_VIDEO_AND_AUDIO,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/screenshot,no,N/A,,IDS_TPLATFORM_HEADER_CAPTURING_DEVICE_SCREEN,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_CAPTURE_SCREENSHOTS,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
wearable,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/screenshot,no,N/A,,IDS_TPLATFORM_HEADER_CAPTURING_DEVICE_SCREEN,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_CAPTURE_SCREENSHOTS,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
common,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/secureelement,no,N/A,,IDS_TPLATFORM_BODY_ACCESSING_SECURE_ELEMENTS,IDS_TPLATFORM_SBODY_THIS_APPLICATION_CAN_ACCESS_SECURE_SMART_CARD_CHIPS_SUCH_AS_UICC_SIM_EMBEDDED_SECURE_ELEMENTS_AND_SECURE_SD_CARDS,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/shortcut,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_SHORTCUTS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_CREATE_AND_DELETE_SHORTCUTS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.4,9.9,yes,http://tizen.org/privilege/systemmonitor,no,N/A,,IDS_TPLATFORM_HEADER_MONITORING_SYSTEM_RESOURCES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_SYSTEM_INFORMATION_INCLUDING_INFORMATION_FROM_THE_CPU_AND_RAM,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,3,9.9,yes,http://tizen.org/privilege/systemmonitor,no,N/A,,IDS_TPLATFORM_HEADER_MONITORING_SYSTEM_RESOURCES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_SYSTEM_INFORMATION_INCLUDING_INFORMATION_FROM_THE_CPU_AND_RAM,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,2.3.1,yes,http://tizen.org/privilege/systemsettings,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_UNRESTRICTED_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_AND_WRITE_UNRESTRICTED_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/systemsettings.admin,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_ALL_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_AND_WRITE_ALL_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/systemsettings.admin,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_ALL_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_READ_AND_WRITE_ALL_SYSTEM_SETTINGS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/telephony,no,N/A,,IDS_TPLATFORM_BODY_ACCESSING_TELEPHONY_INFORMATION,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RETRIEVE_TELEPHONY_INFORMATION_SUCH_AS_THE_NETWORK_AND_SIM_CARD_USED_THE_IMEI_AND_THE_STATUSES_OF_CALLS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/telephony,no,N/A,,IDS_TPLATFORM_BODY_ACCESSING_TELEPHONY_INFORMATION,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_RETRIEVE_TELEPHONY_INFORMATION_SUCH_AS_THE_NETWORK_AND_SIM_CARD_USED_THE_IMEI_AND_THE_STATUSES_OF_CALLS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/telephony.admin,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_TELEPHONY_SETTINGS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_MANAGE_TELEPHONY_SETTINGS_SUCH_AS_THOSE_FOR_INCOMING_AND_OUTGOING_CALLS_FORWARDING_AND_HOLDING_CALLS_NETWORKS_AND_SIM_CARDS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,platform,2.3.1,9.9,yes,http://tizen.org/privilege/telephony.admin,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_TELEPHONY_SETTINGS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_MANAGE_TELEPHONY_SETTINGS_SUCH_AS_THOSE_FOR_INCOMING_AND_OUTGOING_CALLS_FORWARDING_AND_HOLDING_CALLS_NETWORKS_AND_SIM_CARDS,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/tethering.admin,no,N/A,,IDS_TPLATFORM_HEADER_ACCESSING_TETHERING_SERVICES,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ENABLE_AND_DISABLE_TETHERING_SERVICES_THIS_MAY_RESULT_IN_ADDITIONAL_CHARGES_DEPENDING_ON_YOUR_PAYMENT_PLAN,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
common,core,public,3,9.9,yes,http://tizen.org/privilege/use_ir,no,N/A,,IDS_ST_HEADER_USING_INFRARED_TRANSMITTER,IDS_ST_BODY_THIS_APPLICATION_CAN_USE_THE_INFRARED_TRANSMITTER,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/volume.set,no,N/A,,IDS_TPLATFORM_HEADER_ADJUSTING_VOLUME,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ADJUST_THE_VOLUME_FOR_DIFFERENT_FEATURES_SUCH_AS_NOTIFICATION_ALERTS_RINGTONES_AND_MEDIA,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/volume.set,no,N/A,,IDS_TPLATFORM_HEADER_ADJUSTING_VOLUME,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ADJUST_THE_VOLUME_FOR_DIFFERENT_FEATURES_SUCH_AS_NOTIFICATION_ALERTS_RINGTONES_AND_MEDIA,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,3,9.9,yes,http://tizen.org/privilege/vpnservice,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_VPN_HVIRTUAL_PRIVATE_NETWORK,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_MANAGE_THE_VPN_HVIRTUAL_PRIVATE_NETWORK_AND_CHANGE_ITS_SETTINGS,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
mobile,core,platform,3,9.9,yes,http://tizen.org/privilege/vpnservice.admin,no,N/A,,IDS_TPLATFORM_HEADER_ENABLING_DISABLING_VPN_HVIRTUAL_PRIVATE_NETWORK_FUNCTIONS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ENABLE_AND_DISABLE_THE_VPN_HVIRTUAL_PRIVATE_NETWORK_FUNCTIONS,IDS_TPLATFORM_BODY_NETWORK_CONNECTIONS_ABB,,
mobile,core,platform,2.3,9.9,yes,http://tizen.org/privilege/web-history.admin,yes,USERHISTORY,,IDS_TPLATFORM_HEADER_MANAGING_INTERNET_HISTORY,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_MANAGE_YOUR_INTERNET_HISTORY,IDS_TPLATFORM_BODY_PERSONAL_INFORMATION_ABB,,
common,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/widget.viewer,no,N/A,,IDS_TPLATFORM_HEADER_SHOWING_WIDGETS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_SHOW_WIDGETS_AND_INFORMATION_FROM_THEIR_ASSOCIATED_APPLICATIONS_ON_THE_HOME_SCREEN,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/wifidirect,no,N/A,,IDS_TPLATFORM_HEADER_MANAGING_WI_FI_DIRECT_INFORMATION,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_ENABLE_AND_DISABLE_WI_FI_DIRECT_MANAGE_WI_FI_DIRECT_CONNECTIONS_AND_CHANGE_WI_FI_DIRECT_SETTINGS,IDS_TPLATFORM_BODY_HARDWARE_CONTROLS_ABB,,
mobile,core,public,2.3,9.9,yes,http://tizen.org/privilege/window.priority.set,no,N/A,,IDS_TPLATFORM_HEADER_DISPLAYING_WINDOWS_ON_TOP_OF_OTHER_APPLICATIONS_AND_SCREENS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_APPEAR_ON_TOP_OF_OTHER_WINDOWS_AND_SCREENS_MSG,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
wearable,core,public,2.3.1,9.9,yes,http://tizen.org/privilege/window.priority.set,no,N/A,,IDS_TPLATFORM_HEADER_DISPLAYING_WINDOWS_ON_TOP_OF_OTHER_APPLICATIONS_AND_SCREENS,IDS_TPLATFORM_BODY_THIS_APPLICATION_CAN_APPEAR_ON_TOP_OF_OTHER_WINDOWS_AND_SCREENS_MSG,IDS_TPLATFORM_BODY_SYSTEM_SETTINGS_ABB,,
